id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
8941,Italia,Campania,Maschio,58,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte al mese,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta a settimana,2-3 volte a settimana,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,55-64,Territorialisti
8960,Italia,Toscana,Femmina,67,Centro,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,Più raramente,2-3 volte al mese,1 volta al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
8966,Italia,Emilia Romagna,Maschio,23,Nord Est,Io e qualcun altro in egual misura,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte al mese,2-3 volte a settimana,Più raramente,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,20-24,Ristoriani
8996,Italia,Veneto,Maschio,69,Nord Est,Principalmente io e occasionalmente altri,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3 volte al mese,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte al mese,Uguale,Uguale,Un po’ diminuito,Molto diminuito,Un po’ aumentato,Molto aumentato,Un po’ aumentato,65-70,Localivori
9012,Italia,Toscana,Maschio,66,Centro,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,65-70,Territorialisti
9049,Italia,Sicilia,Maschio,57,Sud e Isole,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,2-3 volte al mese,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Un po’ aumentato,Uguale,55-64,Salutisti
9051,Italia,Friuli Venezia Giulia,Maschio,63,Nord Est,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Mai,Più raramente,Tutti i giorni o quasi,Mai,Tutti i giorni o quasi,Mai,Mai,Molto diminuito,Molto diminuito,Uguale,Molto diminuito,Uguale,Uguale,Molto diminuito,55-64,Territorialisti
9054,Italia,Sardegna,Femmina,58,Sud e Isole,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,55-64,Sregolati
9070,Italia,Veneto,Femmina,61,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Molto diminuito,55-64,Territorialisti
9074,Italia,Lombardia,Femmina,55,Nord Ovest,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,55-64,Territorialisti
9097,Italia,Piemonte,Femmina,64,Nord Ovest,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",4-5 volte all’anno,Più raramente,1 volta al mese,1 volta al mese,4-5 volte all’anno,Più raramente,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani
9104,Italia,Veneto,Maschio,63,Nord Est,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Salutisti
9108,Italia,Toscana,Maschio,23,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,2-3 volte a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,4-5 volte all’anno,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ aumentato,Uguale,20-24,Territorialisti
9114,Italia,Lombardia,Femmina,59,Nord Ovest,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",4-5 volte all’anno,2-3 volte al mese,1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani
9121,Italia,Piemonte,Femmina,61,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
9138,Italia,Toscana,Femmina,56,Centro,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,4-5 volte all’anno,1 volta a settimana,2-3 volte a settimana,4-5 volte all’anno,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Molto diminuito,55-64,Salubristi
9151,Italia,Toscana,Femmina,57,Centro,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
9152,Italia,Emilia Romagna,Maschio,20,Nord Est,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta a settimana,Più raramente,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Industriariani
9155,Italia,Piemonte,Femmina,64,Nord Ovest,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,1 volta al mese,1 volta a settimana,2-3 volte al mese,Tutti i giorni o quasi,2-3 volte a settimana,1 volta a settimana,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,55-64,Salutisti
9169,Italia,Piemonte,Femmina,67,Nord Ovest,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Mai,Più raramente,4-5 volte all’anno,4-5 volte all’anno,1 volta a settimana,4-5 volte all’anno,4-5 volte all’anno,Un po’ diminuito,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,65-70,Territorialisti
9178,Italia,Emilia Romagna,Maschio,61,Nord Est,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,Più raramente,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,55-64,Territorialisti
9193,Italia,Lombardia,Maschio,59,Nord Ovest,Io e qualcun altro in egual misura,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Localivori
9196,Italia,Liguria,Maschio,61,Nord Ovest,Principalmente io e occasionalmente altri,Nessuno di questi,Più raramente,4-5 volte all’anno,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,Più raramente,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Molto diminuito,Uguale,Un po’ aumentato,Un po’ diminuito,55-64,Nessuno di questi
9206,Italia,Campania,Femmina,70,Sud e Isole,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta al mese,Più raramente,Mai,Mai,2-3 volte al mese,Più raramente,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salutisti
9240,Italia,Liguria,Maschio,62,Nord Ovest,Soprattutto io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Mai,Più raramente,Più raramente,Mai,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Uguale,55-64,Salubristi
9251,Italia,Emilia Romagna,Femmina,59,Nord Est,Principalmente io e occasionalmente altri,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Molto aumentato,Uguale,Molto aumentato,Un po’ diminuito,Uguale,Uguale,Uguale,55-64,Sregolati
9259,Italia,Lombardia,Femmina,55,Nord Ovest,Soprattutto io,Nessuno di questi,Più raramente,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Più raramente,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Un po’ diminuito,55-64,Nessuno di questi
9266,Italia,Piemonte,Femmina,58,Nord Ovest,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta al mese,4-5 volte all’anno,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
9273,Italia,Lazio,Femmina,58,Centro,Io e qualcun altro in egual misura,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,Mai,4-5 volte all’anno,2-3 volte al mese,Mai,1 volta al mese,2-3 volte al mese,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Eticisti
9288,Italia,Toscana,Maschio,61,Centro,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3 volte al mese,Più raramente,1 volta a settimana,1 volta a settimana,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Localivori
9312,Italia,Trentino Alto Adige,Femmina,57,Nord Est,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",4-5 volte all’anno,Più raramente,2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Esterofili
9316,Italia,Sicilia,Femmina,60,Sud e Isole,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,Più raramente,2-3 volte al mese,Più raramente,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,Un po’ diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,55-64,Salutisti
9322,Italia,Sardegna,Femmina,59,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,4-5 volte all’anno,2-3 volte al mese,Più raramente,Più raramente,Mai,Più raramente,Uguale,Uguale,Uguale,Molto diminuito,Molto diminuito,Molto diminuito,Uguale,55-64,Territorialisti
9367,Italia,Friuli Venezia Giulia,Femmina,58,Nord Est,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta al mese,1 volta al mese,1 volta a settimana,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,55-64,Edonisti
9368,Italia,Toscana,Maschio,55,Centro,Principalmente io e occasionalmente altri,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta al mese,1 volta a settimana,Più raramente,4-5 volte all’anno,4-5 volte all’anno,Più raramente,1 volta al mese,Uguale,Uguale,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,55-64,Sregolati
9375,Italia,Liguria,Maschio,57,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte al mese,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,55-64,Territorialisti
9420,Italia,Liguria,Femmina,57,Nord Ovest,Soprattutto io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta al mese,Più raramente,1 volta al mese,Più raramente,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,Uguale,55-64,Salubristi
9480,Italia,Emilia Romagna,Femmina,63,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
9514,Italia,Marche,Femmina,64,Centro,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,1 volta a settimana,2-3 volte a settimana,Uguale,Molto aumentato,Uguale,Uguale,Uguale,Molto aumentato,Un po’ diminuito,55-64,Salutisti
9518,Italia,Liguria,Femmina,55,Nord Ovest,Principalmente io e occasionalmente altri,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani
9520,Italia,Toscana,Femmina,66,Centro,Io e qualcun altro in egual misura,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Esterofili
9530,Italia,Lombardia,Maschio,21,Nord Ovest,Principalmente io e occasionalmente altri,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,20-24,Sregolati
9578,Italia,Toscana,Femmina,63,Centro,Io e qualcun altro in egual misura,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Più raramente,Più raramente,2-3 volte al mese,Più raramente,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Salubristi
9642,Italia,Toscana,Maschio,66,Centro,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,65-70,Essenzialisti
9645,Italia,Trentino Alto Adige,Maschio,66,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,Più raramente,Mai,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
9646,Italia,Lazio,Maschio,23,Centro,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",Più raramente,1 volta a settimana,2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta al mese,1 volta a settimana,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Molto diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,20-24,Esterofili
9664,Italia,Valle d’Aosta,Femmina,60,Nord Ovest,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,Più raramente,2-3 volte al mese,Mai,Tutti i giorni o quasi,Tutti i giorni o quasi,Mai,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,55-64,Salutisti
9686,Italia,Toscana,Femmina,59,Centro,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Più raramente,Più raramente,4-5 volte all’anno,Più raramente,Più raramente,Più raramente,Più raramente,Un po’ diminuito,Molto diminuito,Un po’ diminuito,Un po’ diminuito,Molto aumentato,Un po’ diminuito,Un po’ diminuito,55-64,Ristoriani
9711,Italia,Toscana,Femmina,63,Centro,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,Mai,1 volta a settimana,Mai,Tutti i giorni o quasi,2-3 volte a settimana,1 volta a settimana,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ aumentato,Molto diminuito,55-64,Salutisti
9722,Italia,Friuli Venezia Giulia,Femmina,63,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
9731,Italia,Liguria,Femmina,63,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,4-5 volte all’anno,Più raramente,Mai,2-3 volte al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
9793,Italia,Piemonte,Maschio,66,Nord Ovest,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,65-70,Territorialisti
9831,Italia,Valle d’Aosta,Maschio,55,Nord Ovest,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",4-5 volte all’anno,Più raramente,1 volta al mese,4-5 volte all’anno,Più raramente,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ aumentato,55-64,Edonisti
9832,Italia,Friuli Venezia Giulia,Maschio,66,Nord Est,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,Più raramente,1 volta al mese,Più raramente,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Industriariani
9856,Italia,Toscana,Femmina,55,Centro,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
9870,Italia,Emilia Romagna,Femmina,56,Nord Est,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Tutti i giorni o quasi,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Salutisti
9907,Italia,Piemonte,Femmina,65,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,4-5 volte all’anno,2-3 volte al mese,Più raramente,2-3 volte al mese,1 volta al mese,1 volta al mese,Molto diminuito,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Uguale,65-70,Territorialisti
9930,Italia,Veneto,Femmina,70,Nord Est,Principalmente io e occasionalmente altri,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Mai,Più raramente,Più raramente,Mai,1 volta al mese,1 volta a settimana,Più raramente,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Un po’ diminuito,Un po’ aumentato,Molto diminuito,65-70,Salubristi
9961,Italia,Lazio,Femmina,58,Centro,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,4-5 volte all’anno,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Industriariani
10032,Italia,Trentino Alto Adige,Maschio,59,Nord Est,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta al mese,1 volta a settimana,Uguale,Un po’ aumentato,Un po’ aumentato,Molto diminuito,Un po’ diminuito,Uguale,Un po’ aumentato,55-64,Territorialisti
10047,Italia,Trentino Alto Adige,Maschio,24,Nord Est,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,Uguale,20-24,Territorialisti
10060,Italia,Liguria,Femmina,59,Nord Ovest,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,1 volta a settimana,1 volta al mese,1 volta a settimana,Un po’ aumentato,Uguale,Un po’ aumentato,Molto aumentato,Uguale,Un po’ aumentato,Molto aumentato,55-64,Territorialisti
10062,Italia,Emilia Romagna,Maschio,21,Nord Est,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta al mese,4-5 volte all’anno,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ aumentato,Uguale,Un po’ diminuito,20-24,Territorialisti
10078,Italia,Piemonte,Maschio,23,Nord Ovest,Principalmente io e occasionalmente altri,Nessuno di questi,Più raramente,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Nessuno di questi
10088,Italia,Friuli Venezia Giulia,Maschio,60,Nord Est,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta a settimana,Più raramente,1 volta a settimana,1 volta a settimana,Più raramente,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
10165,Italia,Emilia Romagna,Femmina,56,Nord Est,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,4-5 volte all’anno,2-3 volte a settimana,2-3 volte a settimana,4-5 volte all’anno,2-3 volte al mese,1 volta a settimana,Molto diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,Un po’ aumentato,55-64,Territorialisti
